Date,Baseline,Arizona_11,Arizona_22,Arizona_23,Arizona_31,Arizona_32,Arizona_33,Arizona_31_33,Arizona_42,Arizona_44,Arizona_45,Arizona_44_45,Arizona_48,Arizona_49,Arizona_48_49,Arizona_51,Arizona_52,Arizona_53,Arizona_54,Arizona_55,Arizona_56,Arizona_61,Arizona_62,Arizona_71,Arizona_72,Arizona_81,Arizona_92,Arizona_Total,MARICOPA_11,MARICOPA_22,MARICOPA_23,MARICOPA_31,MARICOPA_32,MARICOPA_33,MARICOPA_31_33,MARICOPA_42,MARICOPA_44,MARICOPA_45,MARICOPA_44_45,MARICOPA_48,MARICOPA_49,MARICOPA_48_49,MARICOPA_51,MARICOPA_52,MARICOPA_53,MARICOPA_54,MARICOPA_55,MARICOPA_56,MARICOPA_61,MARICOPA_62,MARICOPA_71,MARICOPA_72,MARICOPA_81,MARICOPA_92,MARICOPA_Total,PINAL_11,PINAL_22,PINAL_23,PINAL_31,PINAL_32,PINAL_33,PINAL_31_33,PINAL_42,PINAL_44,PINAL_45,PINAL_44_45,PINAL_48,PINAL_49,PINAL_48_49,PINAL_51,PINAL_52,PINAL_53,PINAL_54,PINAL_56,PINAL_61,PINAL_62,PINAL_71,PINAL_72,PINAL_81,PINAL_92,PINAL_Total,Auto,Electronics,HomeImprovement,Grocery,Gas,GeneralMerch,Hotels,Restaurants
5/11/2020,1,0.788069074,0.2143446,0.69608635,0.543681644,0.6319309,0.680442608,0.599256456,0.744622616,0.770518518,0.736265143,0.757522857,0.246851878,0.787893701,0.293953415,0.240046126,0.541051748,0.663492772,0.509158425,0.48,0.533586819,0.160612953,0.441438197,0.452766532,0.600523574,0.519612188,0.631356966,0.571465309,0.852125693,0.284266985,0.687736306,0.530011433,0.587736012,0.657785868,0.579553603,0.703566981,0.741177821,0.719972869,0.73318802,0.208666594,0.710766676,0.239743041,0.203069054,0.483506221,0.654292796,0.550935444,0.48,0.616219537,0.150742771,0.423677732,0.428868133,0.57862643,0.49045342,0.584018435,0.547829624,0.375,0.057494867,0.506072874,0.333333333,0.742268041,0.971428571,0.533175355,0.827522936,0.943458251,0.895625636,0.926714621,0.648598131,1.120204604,0.847732181,0.552941176,0.791601866,0.855716209,0.74801061,0.732673267,0.175041051,0.475359343,0.670028083,0.82559872,0.609775388,0.714226804,0.712914501,0.624332219,0.538445052,1.082033898,0.762131154,0.831843662,0.791512296,0.344409134,0.610484103
5/18/2020,1,0.751857355,0.331316503,0.766187324,0.662587287,0.750898204,0.778607322,0.71335706,0.858446902,0.858052007,0.843328225,0.852437201,0.294948637,0.900518231,0.344927138,0.284615875,0.601468381,0.763543824,0.526049128,0.473684211,0.605298013,0.251184337,0.543987981,0.563617205,0.687873836,0.624653112,0.700626067,0.67315982,0.795570698,0.419575114,0.767743263,0.636498046,0.708770615,0.758589995,0.688962883,0.828238861,0.830895762,0.817965377,0.825942273,0.253255171,0.827168267,0.286483728,0.243106578,0.54476006,0.753527581,0.557078076,0.473684211,0.698516187,0.243105479,0.526248108,0.538536727,0.66151941,0.597027048,0.646270196,0.647523949,0.5625,0.083945435,0.685606061,0.585,0.700934579,0.973333333,0.693717277,1.011650485,1.032256809,1.043391632,1.036100991,0.885185185,1.3556231,1.063291139,0.638728324,0.831375839,0.943709201,0.762019231,0.846715328,0.24872427,0.54286475,0.76205831,0.918454814,0.682820856,0.793899782,0.815335459,0.750922824,0.594775316,1.137812675,0.827237543,0.911091521,0.880368799,0.449224385,0.691169612
5/25/2020,1,0.855799373,0.482733012,0.835737045,0.718491407,0.800132144,0.821021803,0.763888889,0.889392184,0.882508835,0.870913444,0.878106277,0.315454364,0.878438065,0.358611509,0.274346115,0.630652135,0.792032268,0.65746544,0.478991597,0.627094428,0.435572531,0.636133824,0.61810045,0.743402555,0.669987632,0.779998335,0.740253176,0.90619469,0.574200913,0.834237901,0.683020181,0.767722165,0.809379422,0.739330589,0.8425767,0.853498431,0.844421892,0.850035861,0.272343609,0.804036571,0.300349825,0.238998648,0.574795575,0.778430364,0.717450271,0.478991597,0.703624225,0.428421473,0.617006495,0.606269158,0.715575988,0.64306609,0.747444699,0.713441201,0.16,0.290909091,0.967914439,0.505102041,1.012048193,0.753623188,0.675287356,1.145708583,1.057488716,1.045326426,1.053230925,0.591695502,1.227272727,0.812641084,0.648011782,0.886561955,0.993896872,0.634408602,0.884297521,0.524504692,0.693562127,0.758720729,0.945539135,0.703710788,0.820108206,0.912442116,0.771777593,0.625687187,1.114652701,0.847621991,0.94065692,0.90222554,0.575749438,0.735529226
6/1/2020,1,0.794378698,0.424897721,0.899595848,0.751250189,0.841777085,0.844993969,0.797066108,0.913146762,0.900061233,0.883892768,0.894022882,0.377156008,0.909570117,0.421457416,0.331673729,0.650244154,0.824840547,0.73218651,0.478846154,0.692710235,0.466714213,0.682055016,0.657362517,0.758859111,0.683986071,0.778270002,0.765087154,0.781967213,0.483257919,0.894225694,0.723380282,0.786679537,0.838879489,0.772014039,0.918701623,0.870621051,0.858721806,0.866190104,0.32451726,0.839436188,0.354673438,0.318763976,0.586874621,0.803736619,0.743404387,0.478846154,0.827808471,0.47396609,0.661213972,0.653897417,0.738951393,0.66183398,0.750227958,0.741018288,0.071428571,0.322115385,0.888297872,0.5,1.142857143,1.557692308,0.79204893,0.942760943,1.087812263,1.130565358,1.102634182,0.789954338,1.119760479,0.932642487,0.585043988,0.89198036,0.993509853,0.71070615,0.82832618,0.561912226,0.775827776,0.858326552,0.950376209,0.689040088,0.761363636,0.942732394,0.644118013,0.664202683,1.142806579,0.841995058,1.030917412,0.900132092,0.560058156,0.762896878
6/8/2020,1,0.961352657,0.429612358,0.87842295,0.763273665,0.843716185,0.839632747,0.802199481,0.918913657,0.926872999,0.926164776,0.926606943,0.406753324,0.85167206,0.444035163,0.355394765,0.654865206,0.871274599,0.554591199,0.498141264,0.698566978,0.526633732,0.700338569,0.731985008,0.803920767,0.708846133,0.783176983,0.803883262,0.9390681,0.496428571,0.863819907,0.709477414,0.781568036,0.854280156,0.767327241,0.907334385,0.901081966,0.910225011,0.904507609,0.355788651,0.747517304,0.379114775,0.332606865,0.587520845,0.856615356,0.485689088,0.498141264,0.800700935,0.520656942,0.683080329,0.716332895,0.780984191,0.689324291,0.752838428,0.778388537,0.142857143,0.247787611,0.883333333,0.82183908,1.455882353,0.691358025,0.922600619,0.951851852,1.07876163,1.108405886,1.088909403,1.042134831,0.991044776,1.017366136,0.701399689,0.990749306,1.008916587,0.53164557,0.785388128,0.687219932,0.777830133,0.863318683,0.980325353,0.766945038,0.761272142,0.960984673,0.803525622,0.593683764,1.164996126,0.839556576,1.06461352,0.948968222,0.610463337,0.804513215
6/15/2020,1,1.184704185,0.451695457,0.852255639,0.763364542,0.791811979,0.782457729,0.775233345,0.880869537,0.89745283,0.883742799,0.892289764,0.399573656,0.841178065,0.435431338,0.327723979,0.609763555,0.834097801,0.530204839,0.434325744,0.646291769,0.510407086,0.672473527,0.687915636,0.750696947,0.657651949,0.730549691,0.764356983,1.219814241,0.519192913,0.838347373,0.716851441,0.728526178,0.783722683,0.738055344,0.869013328,0.869796468,0.85880124,0.865651309,0.352837027,0.738619234,0.375077124,0.30053512,0.543954857,0.815212573,0.463547292,0.434325744,0.721898791,0.508751222,0.653898757,0.6704978,0.723833176,0.631240148,0.67068672,0.73601942,0.25,0.17,0.747787611,0.708333333,1.086206897,0.617283951,0.749295775,1.017241379,1.1171875,1.090200015,1.107778466,1.16426513,1.20754717,1.183006536,0.689167975,0.931860037,1.006194947,0.740576497,1.03626943,0.564745642,0.761031987,0.823183124,0.911960528,0.706719818,0.75739645,0.935167635,0.741272506,0.671675884,1.055906993,0.845925251,0.991752046,0.907856671,0.557553124,0.746732428
6/22/2020,1,0.779710145,0.530940171,0.91324128,0.758348265,0.797476242,0.825404229,0.785506785,0.936247478,0.95619775,0.940139969,0.950203669,0.490601735,0.912637829,0.526644078,0.334692443,0.626852842,0.854470702,0.557329807,0.387096774,0.679803546,0.574819492,0.707042484,0.73721654,0.78374602,0.696406936,0.75080087,0.807320023,0.784496124,0.644198895,0.881551141,0.695124823,0.715422509,0.812827988,0.732804652,0.911310388,0.91292803,0.904591419,0.90982097,0.435340442,0.801021198,0.457903329,0.298542595,0.55923162,0.825495465,0.483248976,0.387096774,0.71882138,0.567289359,0.679411336,0.703139476,0.737603831,0.659882671,0.67698894,0.765224168,0.083333333,0.384615385,0.901639344,0.731958763,1.090909091,1.120879121,0.91152815,1.209643606,1.153461689,1.139169749,1.148518792,1.164345404,0.947194719,1.064954683,0.645833333,0.937790158,1.04554485,0.660869565,0.764,0.615690733,0.828721841,0.88889751,0.948224127,0.790852391,0.758064516,0.979975506,0.777558533,0.682125663,1.173364102,0.895354377,1.052253084,0.970348678,0.596941578,0.759277132
6/29/2020,1,0.801223242,0.538803757,1.038278962,0.753637596,0.930100756,0.898638132,0.829271782,0.976778503,0.933325858,0.865934948,0.907722793,0.49450094,1.181485588,0.551905582,0.279429988,0.747980573,0.864057257,0.549709865,0.433414044,0.775592828,0.642403631,0.731329501,0.729746155,0.782187438,0.728446409,0.774052824,0.808563657,0.75399361,0.608695652,1.059020045,0.785845979,0.871188223,0.88286544,0.834256356,1.000888156,0.91313463,0.831108073,0.881967108,0.447245706,1.128747795,0.485421972,0.251857092,0.70733171,0.85267024,0.464536596,0.433414044,0.859909619,0.627537267,0.728096622,0.719537323,0.762346129,0.693104684,0.694930224,0.785450619,9,0.348837209,0.813186813,0.763313609,0.835820896,0.96,0.826366559,1.501312336,1.127924766,1.133731581,1.13002099,1.097826087,1.3375,1.192434211,0.541740675,0.74598678,1.0732234,1.121212121,1.151685393,0.771530444,0.76003555,0.783546588,0.96096697,0.806290564,0.844271413,0.985999609,0.802457105,0.719350639,1.154674745,0.842093516,1.104769606,0.88218546,0.596515958,0.786045881
7/6/2020,1,0.775862069,0.398426813,0.89524536,0.734650611,0.783692151,0.759099617,0.753120434,0.872551063,0.863093915,0.795215664,0.837189838,0.476163094,1.186518929,0.53915564,0.308212234,0.644714997,0.787896148,0.482398222,0.339416058,0.652376033,0.475949468,0.582228907,0.632376963,0.721166308,0.638488214,0.678987611,0.725441368,0.811676083,0.461873638,0.905867551,0.729613734,0.751596424,0.743310208,0.739371639,0.855186014,0.826145337,0.746383402,0.795713374,0.429323285,1.09679855,0.472254869,0.275206832,0.597377959,0.769883445,0.401320081,0.339416058,0.654517454,0.464785577,0.568515848,0.599192833,0.687673696,0.607273886,0.576855895,0.691010583,0.25,0.365957447,0.757731959,0.75308642,1.024390244,1.253333333,0.940438871,1.295399516,1.029226012,1.047103194,1.035515655,1.026845638,1.121771218,1.072056239,0.456268222,0.702109705,0.98587433,1.035573123,0.924,0.517795439,0.660115746,0.694623144,0.894892999,0.643977947,0.763183126,0.881935793,0.699152289,0.569269363,1.106135611,0.778291206,1.026753708,0.812718569,0.487996834,0.715067982
7/13/2020,1,0.731907895,0.441762854,0.872750643,0.746416938,0.765266281,0.784979744,0.761085216,0.869296368,0.871005501,0.8016677,0.844517844,0.463637727,1.23560599,0.530501756,0.277624309,0.670596573,0.79081618,0.557984653,0.363984674,0.692337362,0.451973707,0.586379592,0.726293086,0.731536861,0.650954536,0.685393258,0.738327997,0.742173112,0.500548246,0.869112756,0.722748531,0.731164052,0.771707878,0.738714675,0.850974497,0.839849646,0.754401853,0.807283393,0.416617138,1.183990071,0.464164872,0.265713581,0.62270948,0.77840048,0.472981126,0.363984674,0.716763006,0.45758224,0.574561967,0.714189046,0.705643433,0.619136255,0.571954388,0.710891317,0.666666667,0.431818182,0.690677966,0.610169492,0.870967742,1.627118644,0.866261398,1.114649682,1.031801048,1.017832647,1.026738116,0.847701149,1.250825083,1.035330261,0.45325779,0.722849696,0.983050047,0.641137856,0.79766537,0.374457533,0.622765332,0.784308883,0.880697737,0.675512195,0.816853385,0.860899597,0.757433631,0.590202661,1.133672368,0.769844862,1.057255587,0.808932987,0.530337079,0.729517162
