Date,Baseline,Arizona_11,Arizona_22,Arizona_23,Arizona_31,Arizona_32,Arizona_33,Arizona_31_33,Arizona_42,Arizona_44,Arizona_45,Arizona_44_45,Arizona_48,Arizona_49,Arizona_48_49,Arizona_51,Arizona_52,Arizona_53,Arizona_54,Arizona_56,Arizona_61,Arizona_62,Arizona_71,Arizona_72,Arizona_81,Arizona_92,Arizona_Total,MARICOPA_11,MARICOPA_22,MARICOPA_23,MARICOPA_31,MARICOPA_32,MARICOPA_33,MARICOPA_31_33,MARICOPA_42,MARICOPA_44,MARICOPA_45,MARICOPA_44_45,MARICOPA_48,MARICOPA_49,MARICOPA_48_49,MARICOPA_51,MARICOPA_52,MARICOPA_53,MARICOPA_54,MARICOPA_56,MARICOPA_61,MARICOPA_62,MARICOPA_71,MARICOPA_72,MARICOPA_81,MARICOPA_92,MARICOPA_Total,PINAL_11,PINAL_22,PINAL_23,PINAL_31,PINAL_32,PINAL_33,PINAL_31_33,PINAL_42,PINAL_44,PINAL_45,PINAL_44_45,PINAL_48,PINAL_49,PINAL_48_49,PINAL_51,PINAL_52,PINAL_53,PINAL_54,PINAL_56,PINAL_61,PINAL_62,PINAL_71,PINAL_72,PINAL_81,PINAL_92,PINAL_Total,Auto,Electronics,HomeImprovement,Grocery,Gas,GeneralMerch,Hotels,Restaurants
7/20/2020,1,0.715179969,0.169185009,0.879962267,0.62842182,0.709430142,0.724357122,0.670746465,0.844827586,0.801215725,0.717739587,0.769055776,0.426192693,1.201569564,0.491341867,0.265834279,0.594093848,0.729739485,0.67373615,0.744248511,0.144878998,0.445657298,0.545450304,0.654495893,0.551664744,0.616806446,0.606348654,0.703703704,0.215793919,0.88057155,0.590673086,0.6814065,0.725921948,0.64873911,0.828411533,0.777061027,0.68269822,0.740567511,0.387862142,1.226237121,0.437770502,0.237904493,0.562797852,0.726282385,0.61683877,0.681484345,0.132953019,0.431434232,0.505085517,0.620769492,0.521937225,0.546445159,0.578575911,0.4,0.097087379,0.656441718,0.314447592,0.606741573,1.088888889,0.494360902,0.884210526,0.741779296,0.783272177,0.755793367,0.50390625,0.978552279,0.65907099,0.46692112,0.65015015,0.812449475,0.79,0.773076923,0.187938555,0.423816568,0.473347851,0.710582245,0.542749896,0.656875834,0.608149978,0.766366648,0.581587302,0.885496672,0.723167658,0.949814467,0.713227901,0.522715517,0.632451461
7/27/2020,1,0.546165884,0.185246877,0.871157928,0.619871412,0.748625976,0.726668593,0.676209245,0.834716101,0.829037629,0.750497148,0.798779187,0.430519801,1.273991299,0.501390462,0.292735528,0.622981813,0.752891281,0.681353878,0.686675231,0.170504187,0.478755551,0.551133901,0.679913693,0.55041907,0.621772735,0.629203955,0.51010101,0.23120777,0.880038388,0.575285566,0.73201918,0.706766917,0.649426868,0.824614001,0.807426709,0.718244824,0.772936843,0.396459868,1.314032796,0.451082872,0.264765944,0.598325727,0.750514432,0.624433153,0.651526865,0.157804442,0.466988298,0.503505977,0.648665397,0.522207747,0.54739788,0.602320913,0.6,0.136669156,0.63803681,0.339943343,0.662921348,1.033333333,0.511278195,0.931578947,0.757879103,0.806453492,0.774284927,0.352864583,1.002680965,0.565293602,0.41221374,0.562312312,0.823266736,0.8875,0.896153846,0.187559264,0.442677515,0.456873698,0.721629259,0.496176839,0.675233645,0.614225251,1.047377525,0.635440115,0.862263185,0.744540997,0.967259409,0.745914784,0.57566092,0.657271226
8/3/2020,1,0.284820031,0.225461035,0.89041742,0.544906211,0.673560891,0.814215545,0.640113405,0.77304252,0.848751121,0.774499188,0.820144882,0.408978161,1.38932014,0.491349035,0.302185017,0.604851212,0.740849384,0.573580332,0.52411538,0.169101842,0.542491255,0.611701911,0.682760389,0.498259644,0.600822233,0.640730876,0.230639731,0.303420608,0.920985285,0.48173322,0.676078849,0.699606158,0.587712059,0.739619247,0.796866308,0.72817523,0.77030098,0.373817353,1.4443477,0.437545894,0.275604775,0.590912529,0.722187554,0.525269082,0.550057982,0.152084005,0.511592727,0.555981824,0.654196472,0.468046331,0.535488865,0.602916296,0.1,0.11351755,0.662576687,0.359773371,0.797752809,0.888888889,0.522556391,0.868421053,0.769137086,0.84000233,0.793071566,0.311197917,0.986595174,0.531989483,0.422391858,0.427927928,0.82253532,0.65,0.765384615,0.183349137,0.506286982,0.49308843,0.714319079,0.479215904,0.668558077,0.622320552,0.837608842,0.730562771,0.880291005,0.744083643,0.946701364,0.753551521,0.528922414,0.671292505
8/10/2020,1,0.309859155,0.237120761,0.888530776,0.535162723,0.669366503,1.03655013,0.68723853,0.727087114,0.835383393,0.780984478,0.814425711,0.4351286,1.365350166,0.513288227,0.291600454,0.567663629,0.738724106,0.586132271,0.518393087,0.170340862,0.5322827,0.592073677,0.684060872,0.494061258,0.607169873,0.636785388,0.260942761,0.323268581,0.909682235,0.477957142,0.665956313,0.968850698,0.652223751,0.679008644,0.789886441,0.74184678,0.771307764,0.404442158,1.432738354,0.465656505,0.26566918,0.555535944,0.720838082,0.545538983,0.523192888,0.152351168,0.502662732,0.542040185,0.659867363,0.46833821,0.524532571,0.602670612,0,0.126213592,0.699386503,0.322946176,0.775280899,0.833333333,0.484962406,0.898245614,0.755621565,0.838895684,0.783747098,0.330729167,1.058981233,0.568799299,0.41221374,0.332582583,0.796974246,0.63,0.957692308,0.177887351,0.500369822,0.48130089,0.707639489,0.451411094,0.713618158,0.61225585,0.838576329,0.706493506,0.874957331,0.733841032,0.943993061,0.76520515,0.591005747,0.67167129
8/17/2020,1,0.270735524,0.280547293,0.960066033,0.563332671,0.728232572,0.962294135,0.69823324,0.784839253,0.880383346,0.808293863,0.85261021,0.451153765,1.43308027,0.533657774,0.322133939,0.596910803,0.772671992,0.626385042,0.548405933,0.207288067,0.569442218,0.664490935,0.739998808,0.547076765,0.646209505,0.681493043,0.220538721,0.383023649,0.980806142,0.490795809,0.737169242,0.893662728,0.657588262,0.739269475,0.836572907,0.754981007,0.805018363,0.414564694,1.502974895,0.47935762,0.288053723,0.576842583,0.749785546,0.586351964,0.554116738,0.180646902,0.539498554,0.605493291,0.70956646,0.518242459,0.55924735,0.641678321,0.4,0.15085885,0.779141104,0.368271955,0.786516854,0.888888889,0.526315789,1.124561404,0.808643992,0.892771856,0.837057875,0.37109375,1.128686327,0.618755478,0.396946565,0.401651652,0.853331794,0.69,1.076923077,0.188886782,0.539275148,0.553446317,0.750239391,0.508132907,0.78070761,0.659607537,0.887830191,0.776969697,0.922171019,0.772748062,1.028750422,0.776301881,0.621537356,0.72317474
8/24/2020,1,0.27543036,0.270791196,0.846002673,0.535030158,0.656349436,0.905374169,0.65266397,0.720637801,0.790075753,0.719149681,0.762750832,0.391755804,1.340015354,0.471431029,0.325879682,0.561783945,0.698929684,0.563322368,0.506831718,0.202117973,0.534378153,0.610312112,0.662067761,0.487822632,0.599473771,0.616619887,0.245791246,0.368032095,0.872894007,0.470593788,0.66204937,0.820443967,0.609628611,0.68715335,0.753022888,0.680592032,0.725011251,0.357981372,1.412422,0.420752093,0.299520892,0.549711289,0.685138102,0.517073704,0.521839969,0.174808598,0.50549951,0.566462734,0.643118919,0.459759805,0.510658569,0.585382392,0.1,0.161314414,0.634969325,0.492917847,0.685393258,0.788888889,0.57518797,0.905263158,0.71317392,0.782456753,0.736573947,0.361979167,1.002680965,0.571428571,0.365139949,0.382132132,0.756361397,0.9175,0.734615385,0.202010241,0.515014793,0.46946601,0.687390522,0.453218407,0.69459279,0.593969279,0.81629482,0.713823954,0.831754566,0.690775269,0.912341574,0.688384013,0.510086207,0.65994272
8/31/2020,1,0.331768388,0.293515764,0.921153997,0.592563134,0.777986694,0.947847443,0.721916814,0.783640135,0.881411357,0.806518401,0.852558158,0.435738934,1.411413461,0.517717636,0.394835414,0.645347298,0.85940705,0.598814058,0.56218615,0.237107151,0.579700272,0.741114521,0.745648931,0.546210432,0.65525407,0.706393353,0.267676768,0.399282095,0.930582214,0.516095535,0.7728645,0.885606874,0.677028886,0.708239644,0.817405454,0.750739896,0.791623467,0.401631363,1.474531998,0.465501006,0.349827207,0.621775637,0.789508156,0.548216139,0.569771937,0.198628038,0.543942406,0.67737884,0.712074876,0.512611323,0.514290818,0.653959901,0.4,0.185959671,0.622699387,0.640226629,0.93258427,0.666666667,0.693609023,1.073684211,0.841734739,0.930747277,0.871798403,0.33203125,0.954423592,0.53549518,0.353689567,0.424174174,0.790429996,0.86,0.853846154,0.215854352,0.568121302,0.558274948,0.725973328,0.554705964,0.673898531,0.661014976,0.912222581,0.726406926,0.916837344,0.760340995,0.977822756,0.765999247,0.695977011,0.720491995
9/7/2020,1,0.339593114,0.270791196,0.887744674,0.581096308,0.680358693,0.979341231,0.700134841,0.745073892,0.851429675,0.79753833,0.83066754,0.466146057,1.335750235,0.539212454,0.362656073,0.565867584,0.862235367,0.574662396,0.541048698,0.250163795,0.547987988,0.760056603,0.729523915,0.541186723,0.613451735,0.696703774,0.269360269,0.373521959,0.888249094,0.514585103,0.675723673,0.892409595,0.652957359,0.68130715,0.796505718,0.753748326,0.779969885,0.440073117,1.363517632,0.495045656,0.328974238,0.551173756,0.795218915,0.531005846,0.539814457,0.21916556,0.5149858,0.714147034,0.706864907,0.511087856,0.479635584,0.653440357,0.4,0.168035848,1.009202454,0.504249292,0.707865169,0.966666667,0.616541353,0.966666667,0.828486559,0.941522512,0.866664044,0.352864583,1.085790885,0.592462752,0.338422392,0.33033033,0.800323363,0.8525,0.911538462,0.240394462,0.576405325,0.619911002,0.718242754,0.518003615,0.669559413,0.668047104,0.833064587,0.704992785,0.941585595,0.742110637,0.94031131,0.778849178,0.609612069,0.722764702
9/14/2020,1,0.3114241,0.265556217,0.873594843,0.567707298,0.720566966,0.931233747,0.691249179,0.753208452,0.809330099,0.745393409,0.784697902,0.44821947,1.325769854,0.521953527,0.361350738,0.584867849,0.80642863,0.571416205,0.558682705,0.287079085,0.589397339,0.736342555,0.700217727,0.53743432,0.628975497,0.674933928,0.276094276,0.349662162,0.896566432,0.507976966,0.728467413,0.864840673,0.656304448,0.702143607,0.761816577,0.708259823,0.74110424,0.418551246,1.380786533,0.475832995,0.311852026,0.570135404,0.745573818,0.524176365,0.565133359,0.25809544,0.56073535,0.696961304,0.683193141,0.511913661,0.488745981,0.637022696,0.1,0.190440627,0.705521472,0.521246459,0.831460674,0.722222222,0.607142857,0.931578947,0.776800832,0.864989225,0.806586143,0.31640625,1.112600536,0.576687117,0.361323155,0.328828829,0.741386611,0.8775,0.869230769,0.285150768,0.60214497,0.597945465,0.676763902,0.50618657,0.675567423,0.640384362,0.844410566,0.696277056,0.858572282,0.696423063,0.909093538,0.717992482,0.652974138,0.692090653
9/21/2020,1,0.284820031,0.296014277,0.907239997,0.606482402,0.76048597,0.859722624,0.703903468,0.775051854,0.845762494,0.775285111,0.818610434,0.482773731,1.39785038,0.559660842,0.367026107,0.596589405,0.835309788,0.584487535,0.564288217,0.336427755,0.613253444,0.792554567,0.7377897,0.571887735,0.650419339,0.711170814,0.244107744,0.404983108,0.924504159,0.549702634,0.762386787,0.780701754,0.663778083,0.716684155,0.799910487,0.735850032,0.775135988,0.45509158,1.476128283,0.51587377,0.328660069,0.581103911,0.77311508,0.533573731,0.578662543,0.316360608,0.586721797,0.754362247,0.72476862,0.546675779,0.522210313,0.675216462,0.3,0.171023152,0.552147239,0.52407932,1.08988764,0.811111111,0.667293233,1.066666667,0.803594237,0.881181199,0.829798953,0.348958333,1.050938338,0.578439965,0.393129771,0.372372372,0.757978211,1.0025,0.846153846,0.313976863,0.621819527,0.607792085,0.706354952,0.546642569,0.667890521,0.663389395,0.882640945,0.716305916,0.899321557,0.725374658,0.981822563,0.743068411,0.667988506,0.735859647
9/28/2020,1,0.450704225,0.359309935,0.905117522,0.607344071,0.742840613,0.927477608,0.716350309,0.784709619,0.845657546,0.787686704,0.823323746,0.479878559,1.372771475,0.554901736,0.364727582,0.620656407,0.788579256,0.579336911,0.573513955,0.343985778,0.621618755,0.761817662,0.743903524,0.581801871,0.609702352,0.706223308,0.422558923,0.408994932,0.908935807,0.541678467,0.75137631,0.856784819,0.67652453,0.716234448,0.799424868,0.744542012,0.778199679,0.448156449,1.395153098,0.504531043,0.329406221,0.601124587,0.741466953,0.529694586,0.585427136,0.328754888,0.60120498,0.726646246,0.725197551,0.563284426,0.492556866,0.671354242,0.7,0.536967886,0.726993865,0.543909348,0.707865169,0.766666667,0.609022556,1.029824561,0.845536908,0.931096744,0.874434434,0.32421875,1.131367292,0.588080631,0.382951654,0.380630631,0.873426493,0.7875,0.911538462,0.286781718,0.555843195,0.625449725,0.709951655,0.519949951,0.652536716,0.685624892,0.85200387,0.692525253,0.930150196,0.733910167,0.965322153,0.754340461,0.641206897,0.738939928
10/5/2020,1,0.771517997,0.341582391,0.905667793,0.701796248,0.769308649,0.969228547,0.78193825,0.784191081,0.867033507,0.818432836,0.848309652,0.517179321,1.372856777,0.589075558,0.379965948,0.612318978,0.820993116,0.564750693,0.583790728,0.280942181,0.599365471,0.811712407,0.773398295,0.587066513,0.625982569,0.722055178,0.772727273,0.360853041,0.923970996,0.645709431,0.754395312,0.904582886,0.740073361,0.685404487,0.814865014,0.775367649,0.799589952,0.490171403,1.393847047,0.543967104,0.345900094,0.602687914,0.76998293,0.524831995,0.588906069,0.250117211,0.565989245,0.762317537,0.748650112,0.56698631,0.502500893,0.680397687,0.5,0.595220314,0.726993865,0.515580737,0.93258427,0.622222222,0.603383459,1.073684211,0.843992277,0.96371367,0.884427745,0.376302083,1.091152815,0.609991236,0.376590331,0.336336336,0.882164992,0.7,0.888461538,0.344585625,0.568639053,0.646894528,0.666744517,0.509384123,0.664552737,0.690753435,0.891758773,0.711746032,0.9302142,0.743748604,0.963095754,0.784691462,0.73625,0.754996393
10/12/2020,1,1.194053208,0.40630577,0.923669523,0.698548419,0.796355221,0.944091303,0.780693566,0.822141561,0.876656506,0.828050398,0.857930556,0.545794568,1.434786317,0.620489959,0.447673099,0.606817408,0.833043094,0.60071849,0.588345206,0.387358991,0.653625675,0.861230059,0.781417535,0.630142253,0.629074165,0.750941766,1.227272727,0.482685811,0.944764342,0.650523931,0.786716391,0.867525958,0.741265475,0.747114376,0.832358169,0.788073742,0.815231777,0.515808425,1.480191554,0.573218034,0.443803016,0.597594493,0.784072449,0.55755887,0.580788558,0.401606647,0.641804737,0.824100608,0.763524057,0.621560629,0.487078719,0.721066201,0.3,0.254667662,0.726993865,0.603399433,1.04494382,0.644444444,0.684210526,1.205263158,0.856438438,0.973556992,0.895994807,0.444010417,1.096514745,0.657318142,0.419847328,0.371621622,0.902144204,0.8325,1.023076923,0.403110184,0.625443787,0.690494225,0.679566527,0.536354789,0.72129506,0.716750539,0.90234249,0.754632035,0.97094214,0.755283507,0.978246831,0.791673327,0.713721264,0.772317974
10/19/2020,1,1.178403756,0.472575848,0.959751592,0.704646384,0.782904252,0.947269575,0.781419631,0.817021001,0.868248755,0.826002813,0.851973117,0.530786626,1.42634138,0.606033457,0.45314983,0.612980678,0.832407396,0.59578428,0.582739694,0.458229065,0.684211271,0.867860274,0.771212862,0.651026528,0.65624075,0.757860712,1.203703704,0.509079392,0.980486244,0.673652412,0.778014562,0.864840673,0.74956442,0.740868436,0.827514664,0.791714317,0.813669373,0.488747635,1.481932956,0.547871835,0.453031731,0.599939484,0.783799116,0.548325411,0.581948203,0.463038485,0.669977325,0.840433496,0.76497318,0.638048253,0.523043944,0.731172962,0.4,0.622852875,0.720858896,0.586402266,0.662921348,0.844444444,0.642857143,1.31754386,0.857804842,1.006406896,0.907994649,0.40234375,1.243967828,0.677475898,0.3956743,0.392642643,0.933826077,0.83,0.923076923,0.462886402,0.615088757,0.787019504,0.692972417,0.605727791,0.705607477,0.749521572,0.880295523,0.752958153,0.973246288,0.760186771,0.958257433,0.799686486,0.713548851,0.774910711
10/26/2020,1,0.993740219,0.440928019,0.96784844,0.672632067,0.752097194,1.011846287,0.772810566,0.801302826,0.83751932,0.842589016,0.839472467,0.47912738,1.353322528,0.552579522,0.433654938,0.620618596,0.810316893,0.607037742,0.577134182,0.46197053,0.67995201,0.816628212,0.728440587,0.650047418,0.654102944,0.735358724,1.008417508,0.448690878,0.99498827,0.660247333,0.745693483,0.949516649,0.756396149,0.762404437,0.808408819,0.814103706,0.810611238,0.439935333,1.403424757,0.49729174,0.430568646,0.613883356,0.771803427,0.568486041,0.588906069,0.464526217,0.664189908,0.80453734,0.727150253,0.635670504,0.521257592,0.714985977,0.2,0.586258402,0.77607362,0.694050992,0.865168539,0.833333333,0.746240602,1.207017544,0.846814199,1.024171472,0.906715977,0.390625,1.367292225,0.709903593,0.388040712,0.43018018,0.915078723,0.7475,0.746153846,0.484619761,0.627514793,0.692245787,0.66146624,0.635478938,0.772029372,0.735406689,0.856636078,0.737489177,0.909583547,0.737228645,0.934624837,0.845388308,0.608060345,0.74279903
11/2/2020,1,0.281690141,0.404997026,0.895291251,1.351826075,0.713479896,1.0960705,1.138021644,0.736615245,0.771189917,0.764866403,0.768753725,0.469158601,1.2918195,0.538280701,0.435385925,0.645763225,0.78811595,0.572454986,0.591965433,0.446636717,0.661887275,0.826700851,0.729267574,0.63972831,0.620424272,0.713007411,0.262626263,0.414273649,0.925997014,1.625790616,0.704315397,1.085929108,1.249610271,0.705841203,0.743863171,0.740924424,0.742726651,0.445694707,1.342765927,0.499097247,0.452953189,0.649184296,0.756905944,0.535977709,0.608233475,0.448698103,0.64254321,0.835091578,0.74080139,0.635179292,0.505894962,0.701803818,0.1,0.492905153,0.843558282,0.490084986,0.707865169,0.666666667,0.556390977,1.085964912,0.765780484,0.931213233,0.821654798,0.39453125,1.252010724,0.674846626,0.384223919,0.400900901,0.858297725,0.6625,0.811538462,0.48181301,0.665384615,0.69390267,0.652731392,0.584735159,0.684913218,0.701491479,0.805711103,0.684559885,0.876194743,0.634244142,0.885297094,0.75927005,0.735675287,0.746275598
